139.5231188	35.70991098	1.347330247
139.5231191	35.70990692	1.4157513
139.5231194	35.70990276	1.4157513
139.5231197	35.70989858	1.4157513
139.52312	35.70989442	1.4157513
139.5231203	35.70989024	1.4157513
139.5231206	35.70988607	1.4157513
139.5231209	35.7098819	1.4157513
139.5231212	35.70987774	1.4157513
139.5231215	35.70987356	1.4157513
139.5231052	35.70986982	1.4157513
139.5231027	35.70987315	1.4157513
139.5231021	35.70987684	1.4157513
139.5231015	35.70988053	1.4157513
139.523101	35.70988423	1.4157513
139.5231004	35.70988792	1.4157513
139.5230998	35.70989161	1.4157513
139.5230992	35.70989529	1.4157513
139.5230986	35.70989898	1.4157513
139.523098	35.70990267	1.4157513
139.523082	35.70990135	1.4157513
139.5230772	35.70989726	1.4157513
139.5230781	35.70989405	1.4157513
139.5230789	35.70989084	1.4157513
139.5230797	35.70988797	1.477330247
139.5230805	35.70988496	1.512067089
139.5230813	35.70988201	1.559435511
139.5230822	35.70987884	1.5657513
139.523083	35.70987563	1.5657513
139.5230839	35.70987242	1.5657513
139.5230819	35.70986914	1.5657513
139.5230661	35.70986899	1.5657513
139.523065	35.70987173	1.5657513
139.5230638	35.70987446	1.5657513
139.5230627	35.70987719	1.5657513
139.5230615	35.70987992	1.5657513
139.5230604	35.70988265	1.5657513
139.5230592	35.70988538	1.5657513
139.5230581	35.70988812	1.5657513
139.5230569	35.70989085	1.5657513
139.5230558	35.70989358	1.5657513
